GO_type,exp_string,GO_id,Description,GeneRatio,BgRatio,p.adjust,gene_names,l2fc
Biological process,L2_Syp,GO:0051495,positive regulation of cytoskeleton organization,14/985,46/9160,0.001607094554635541,Lam/shi/Tm2/svr/dia/cher/Rack1/DAAM/LRR/CG1674/Jupiter/chinmo/Nedd4/Fhos,1.500944934641159
Biological process,L2_Syp,GO:0009725,response to hormone,26/985,117/9160,0.0016511562797873124,E(bx)/EcR/Eip75B/ftz-f1/Hsp83/ImpL2/rl/mts/drk/Akt1/dock/Pdk1/Pi3K21B/wdb/Lnk/Mkrn1/Chd64/AdipoR/CycG/tai/Pp2A-29B/Thor/Myc/Lpin/sima/Ptp61F,1.0472269671982553
Biological process,L2_Syp,GO:0000209,protein polyubiquitination,20/985,80/9160,0.0016511562797873124,hyd/neur/shtd/Ubc6/eff/Ubc2/Ubc4/ari-1/Smurf/Mkrn1/UbcE2H/HUWE1/Uev1A/roq/Iru/CG40045/mib2/Nedd4/ctrip/Cul3,1.2171519686405676
Biological process,L2_Syp,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",11/985,31/9160,0.0016739638185540079,pum/me31B/Pabp2/twin/Tis11/PAN3/DCP2/roq/gw/Not1/Ge-1,1.7223872768909896
Biological process,L2_Syp,GO:0050767,regulation of neurogenesis,28/985,130/9160,0.0016763424924938523,aop/chic/Dl/ed/Hsp83/l(2)gl/Rcc1/polo/mts/pros/tws/hdc/brat/babo/shot/Sema1b/ari-1/PlexA/Smox/Rchy1/Sar1/ago/bun/zld/cwo/Myc/trol/Rab1,1.0021390776697174
Biological process,L2_Syp,GO:0007310,oocyte dorsal/ventral axis specification,12/985,36/9160,0.0017119135752197978,BicD/CkIIbeta/egl/Khc/enc/tsu/Syp/bai/Dhc64C/milt/jvl/CkIIalpha,1.6321894679194113
Biological process,L2_Syp,GO:1902904,negative regulation of supramolecular fiber organization,12/985,36/9160,0.0017119135752197978,chic/qua/Gel/cpb/shot/tacc/LRR/CG31715/beta-Spec/alpha-Spec/spoon/Svil,1.6321894679194113
Biological process,L2_Syp,GO:0045466,R7 cell differentiation,17/985,63/9160,0.0017783286275681771,aop/Dl/emc/Ras85D/rl/ttk/mts/pros/Rap1/drk/eff/Nf-YA/Socs36E/mask/nej/Src42A/lola,1.3273348863909906
Biological process,L2_Syp,GO:0007446,imaginal disc growth,15/985,52/9160,0.001832294426540486,dlg1/l(2)gl/hyd/tkv/Egfr/babo/lig/Smox/Wbp2/ago/Desat1/Myc/Vha68-2/dally/Sxl,1.423602846107994
Biological process,L2_Syp,GO:0050684,regulation of mRNA processing,23/985,99/9160,0.0018385163929240532,fl(2)d/eIF4A/Rm62/Hrb87F/Pep/Hrb27C/dom/SF1/Rbp1-like/Caper/CG11360/Rbfox1/elav/Rbp1/ps/mub/sqd/Sxl/how/mbl/Doa/Sf3a1/SF2,1.111357304617971
Biological process,L2_Syp,GO:0060560,developmental growth involved in morphogenesis,23/985,99/9160,0.0018385163929240532,Pka-C1/chic/dnc/kay/tkv/ttk/mys/Cdc42/shot/Rab5/Sema1b/fz2/DAAM/scaf/Strip/path/apn/Mtl/pan/Atg1/verm/Nrg/Frl,1.111357304617971
Biological process,L2_Syp,GO:0007349,cellularization,22/985,93/9160,0.0018850093651699782,Act5C/Chc/EcR/eIF4A/shi/porin/me31B/Cdc42/dia/heph/ctp/Rab5/cher/CLIP-190/tacc/ScsbetaA/Capr/Lasp/zld/Cul3/Dhc64C/TER94,1.1374247761698335
Biological process,L2_Syp,GO:0007416,synapse assembly,34/985,171/9160,0.0018976757690494102,Gs2/kay/dlg1/Atpalpha/pum/tkv/pros/brat/Cdc42/Akt1/Sdc/cpb/nmo/Pdk1/par-6/Strip/Liprin-beta/Syp/plum/Fsn/spin/beta-Spec/alpha-Spec/mnb/Nedd4/Mob2/par-1/Atg1/nej/Arp3/dysc/Src42A/Pak/Imp,0.8867622950050094
Biological process,L2_Syp,GO:0031023,microtubule organizing center organization,20/985,81/9160,0.0019172114141264446,Cam/Hsp83/Khc/Map205/Myb/ncd/polo/stg/mts/Ubc6/tws/emb/par-6/CCT6/Klp10A/Invadolysin/Pp2A-29B/Dhc64C/hts/ens,1.1992300606433053
Biological process,L2_Syp,GO:0030042,actin filament depolymerization,7/985,14/9160,0.0019682058354379833,qua/Gel/cpb/LRR/CG31715/psidin/Svil,2.2171519686405676
Biological process,L2_Syp,GO:0008103,oocyte microtubule cytoskeleton polarization,8/985,18/9160,0.0019682058354379833,BicD/Pka-C1/Chc/Khc/mago/14-3-3zeta/heph/14-3-3epsilon,2.0472269671982555
Biological process,L2_Syp,GO:1901879,regulation of protein depolymerization,10/985,27/9160,0.002079672772805464,qua/Gel/cpb/shot/tacc/LRR/CG31715/beta-Spec/alpha-Spec/Svil,1.7841925613644614
Biological process,L2_Syp,GO:0034765,regulation of ion transmembrane transport,13/985,42/9160,0.002126865323050197,Cam/porin/nrv1/nrv2/CG7781/Irk3/CG9336/Wnk/ND-MLRQ/Sec61alpha/Nedd4/SERCA/dysc,1.5252742640028998
Biological process,L2_Syp,GO:0031532,actin cytoskeleton reorganization,11/985,32/9160,0.002210538048707515,Pka-C1/Actn/Arpc1/Cdc42/dia/nuf/Akap200/pod1/Mtl/parvin/Arp3,1.6765835872778647
Biological process,L2_Syp,GO:0051494,negative regulation of cytoskeleton organization,12/985,37/9160,0.002210538048707515,chic/qua/Gel/cpb/shot/tacc/LRR/CG31715/beta-Spec/alpha-Spec/spoon/Svil,1.592661103732774
Biological process,L2_Syp,GO:0008587,imaginal disc-derived wing margin morphogenesis,15/985,53/9160,0.0022271438484890503,by/Dl/H/if/ct/mew/heph/fz2/Hipk/parvin/dpy/pot/rhea/Lpin/how,1.3961221096858871
Biological process,L2_Syp,GO:0009895,negative regulation of catabolic process,15/985,53/9160,0.0022271438484890503,Ras85D/rl/Akt1/Sec61beta/babo/Smox/Lsd-2/Sec61gamma/CG12384/BI-1/mask/Sec61alpha/mbf1/CkIIalpha/CG46385,1.3961221096858871
Biological process,L2_Syp,GO:0045944,positive regulation of transcription by RNA polymerase II,51/985,294/9160,0.0023890800779973803,Cf2/crc/Hr3/EcR/Eip75B/exd/ftz-f1/hth/kay/kn/Myb/srp/ttk/CrebA/pros/fs(1)h/E2f1/Trl/Su(Tpl)/chn/apt/CtBP/Xbp1/lolal/Smox/bip2/CG1368/d4/CG12099/CG11350/Wbp2/tai/Ndf/mask/CG31626/Mrtf/akirin/pan/vvl/gfzf/nej/Axud1/trh/Myc/mbf1/Tet/Lpin/CrebB/sima/ap/br,0.6899049657756989
Biological process,L2_Syp,GO:0071363,cellular response to growth factor stimulus,23/985,101/9160,0.0024221640495096304,aop/eIF4A/Ras85D/rl/tkv/Ptp10D/drk/lwr/babo/bnl/sty/Smox/botv/lqf/Smurf/Snoo/spin/sxc/Lpin/dally/smt3/Ptp61F/trol,1.082502441945786
Biological process,L2_Syp,GO:0012501,programmed cell death,51/985,295/9160,0.0025828200271511546,Cam/Pka-C1/Chc/Dl/EcR/lncRNA:Hsromega/l(2)gl/mod(mdg4)/Ras85D/shi/Su(var)205/Egfr/Ubi-p63E/hid/porin/Ubc6/hdc/Akt1/Dcp-1/ctp/Dp/E2f1/Drice/Pdk1/Ant2/msk/CG12384/Hipk/BI-1/chrb/CG9231/Idh3b/scyl/qless/Atg8a/spin/pix/CG41520/psidin/bun/Atg1/fwe/Trf2/Mdh2/Myc/bel/mbl/Fhos/Pak/lola/TER94,0.6850061663628597
Biological process,L2_Syp,GO:0048638,regulation of developmental growth,42/985,230/9160,0.002595627153178518,chic/dlg1/l(2)gl/pum/Ras85D/tkv/Egfr/hid/brat/Cdc42/Akt1/Sdc/babo/cpb/nmo/shot/Sema1b/lig/Pdk1/Smox/Hipk/Strip/Wbp2/Tctp/Syp/plum/dj-1beta/ago/Fsn/spin/Desat1/beta-Spec/alpha-Spec/mnb/Mob2/pico/Myc/Arp3/dally/dysc/Src42A/Pak,0.7639793404749528
Biological process,L2_Syp,GO:0035330,regulation of hippo signaling,18/985,71/9160,0.002610923775581638,Pka-C1/ed/l(2)gl/mts/Rap1/14-3-3zeta/Akt1/msn/14-3-3epsilon/lig/Smurf/Usp7/Hipk/Strip/alpha-Spec/mnb/Pp2A-29B/par-1,1.237329850578198
Biological process,L2_Syp,GO:0034762,regulation of transmembrane transport,13/985,43/9160,0.002674914671733774,Cam/porin/nrv1/nrv2/CG7781/Irk3/CG9336/Wnk/ND-MLRQ/Sec61alpha/Nedd4/SERCA/dysc,1.4913269320795617
Biological process,L2_Syp,GO:1902905,positive regulation of supramolecular fiber organization,13/985,43/9160,0.002674914671733774,Lam/shi/Tm2/svr/dia/Rack1/DAAM/LRR/CG1674/Jupiter/chinmo/Nedd4/Fhos,1.4913269320795617
Biological process,L2_Syp,GO:0043487,regulation of RNA stability,15/985,54/9160,0.00272522223207214,pum/me31B/Pabp2/twin/Tis11/PAN3/DCP2/roq/CG9705/gw/Not1/mbf1/AGO1/Ge-1/CG46385,1.3691550620856174
Biological process,L2_Syp,GO:0070848,response to growth factor,23/985,102/9160,0.0027658724198289025,aop/eIF4A/Ras85D/rl/tkv/Ptp10D/drk/lwr/babo/bnl/sty/Smox/botv/lqf/Smurf/Snoo/spin/sxc/Lpin/dally/smt3/Ptp61F/trol,1.068288582726085
Biological process,L2_Syp,GO:0051124,synaptic assembly at neuromuscular junction,29/985,141/9160,0.0027743721835703887,kay/dlg1/Atpalpha/pum/tkv/brat/Cdc42/Akt1/Sdc/cpb/nmo/Pdk1/Strip/Liprin-beta/Syp/plum/Fsn/spin/beta-Spec/alpha-Spec/mnb/Mob2/par-1/Atg1/Arp3/dysc/Src42A/Pak/Imp,0.9355816113693461
Biological process,L2_Syp,GO:0006936,muscle contraction,10/985,28/9160,0.0027861201264520845,Mlc1/Tm1/Tm2/up/Eaat1/Amph/CG4928/Chd64/Mhc/wupA,1.7317251414703259
Biological process,L2_Syp,GO:0007277,pole cell development,10/985,28/9160,0.0027861201264520845,eIF4A/tud/me31B/dia/tacc/Lasp/Cul3/Dhc64C/lost/TER94,1.7317251414703259
Biological process,L2_Syp,GO:0010507,negative regulation of autophagy,10/985,28/9160,0.0027861201264520845,Ras85D/rl/Sec61beta/babo/Smox/Sec61gamma/CG12384/BI-1/mask/Sec61alpha,1.7317251414703259
Biological process,L2_Syp,GO:0016318,ommatidial rotation,10/985,28/9160,0.0027861201264520845,Ras85D/Egfr/Rap1/Cdc42/nmo/sty/rin/msk/cno/Frl,1.7317251414703259
Biological process,L2_Syp,GO:0051261,protein depolymerization,12/985,38/9160,0.0027939036205695297,qua/Gel/cpb/shot/tacc/Klp10A/LRR/CG31715/psidin/beta-Spec/alpha-Spec/Svil,1.5541869559181383
Biological process,L2_Syp,GO:0030111,regulation of Wnt signaling pathway,22/985,96/9160,0.00283720441494293,aop/hyd/Pp1-87B/mts/tws/Ssdp/nmo/Vps26/spen/crol/CtBP/botv/HUWE1/sona/Hipk/Wnk/apolpp/nej/dally/Flo2/RpS12/TER94,1.0916210865567086
Biological process,L2_Syp,GO:0030834,regulation of actin filament depolymerization,6/985,11/9160,0.0028556748707983634,qua/Gel/cpb/LRR/CG31715/Svil,2.3426828507244264
Biological process,L2_Syp,GO:0031647,regulation of protein stability,16/985,60/9160,0.0028556748707983634,Hsp83/tws/14-3-3zeta/lwr/eff/Cnx99A/Usp7/Nedd8/Hipk/krz/stv/DnaJ-1/Sxl/CkIIalpha/Mhc/Ptp61F,1.3102613730320494
Biological process,L2_Syp,GO:0032272,negative regulation of protein polymerization,8/985,19/9160,0.002889186392362509,chic/qua/Gel/cpb/LRR/CG31715/spoon/Svil,1.9692244551969822
Biological process,L2_Syp,GO:0010720,positive regulation of cell development,20/985,84/9160,0.0029788984184653112,chic/EcR/Hsp83/pros/Arf79F/babo/ctp/shot/ari-1/PlexA/Smox/Mkrn1/Sar1/bun/zld/Dhc64C/Myc/Fhos/trol/Rab1,1.1467626407491698
Biological process,L2_Syp,GO:0048878,chemical homeostasis,47/985,268/9160,0.0029788984184653112,Ald1/Sap-r/EcR/Eno/ftz-f1/Gapdh2/Hex-A/Catsup/Atpalpha/Pepck1/Pfk/svp/up/Vha55/Akt1/fbl/babo/Fer1HCH/Cnx99A/nrv1/nrv2/Smox/JhI-21/Vha100-2/Lnk/Men-b/CG10413/ABCB7/Aps/Wnk/AdipoR/sit/anne/endos/Tpi/Desat1/PMCA/Ppcs/fwe/Myc/Vha16-1/SERCA/Lpin/Vha68-2/smt3/PyK/Rab1,0.7056516298604326
Biological process,L2_Syp,GO:0043269,regulation of ion transport,18/985,72/9160,0.003001825196534836,Cam/Syt1/porin/Cnx99A/nrv1/nrv2/CG4928/CG7781/Irk3/CG9336/CG8726/Wnk/ND-MLRQ/Sec61alpha/Nedd4/SERCA/Ent2/dysc,1.2171519686405676
Biological process,L2_Syp,GO:0035329,hippo signaling,19/985,78/9160,0.003001825196534836,Pka-C1/ed/l(2)gl/mts/Rap1/14-3-3zeta/Akt1/msn/14-3-3epsilon/lig/Smurf/Usp7/Magi/Hipk/Strip/alpha-Spec/mnb/Pp2A-29B/par-1,1.179677263221905
Biological process,L2_Syp,GO:0002183,cytoplasmic translational initiation,7/985,15/9160,0.0030884072420026935,eIF4A/eIF2beta/eIF3i/eIF5/CNBP/eIF1/eIF4H1,2.1176162950896535
Biological process,L2_Syp,GO:0035296,regulation of tube diameter,7/985,15/9160,0.0030884072420026935,EcR/knk/Atpalpha/raw/nrv2/Sec24CD/garz,2.1176162950896535
Biological process,L2_Syp,GO:1903829,positive regulation of protein localization,15/985,55/9160,0.0032319397615640497,Lam/Parp/Moe/CG13920/Akap200/JhI-21/Lnk/sona/apn/Sar1/AdipoR/Haspin/Flo2/smt3/Rab1,1.3426828507244266
Biological process,L2_Syp,GO:0003008,system process,77/985,497/9160,0.003367875979704451,Appl/Cam/Pka-C1/Col4a1/dnc/EcR/for/if/Mlc1/Atpalpha/neur/pum/shi/Tm1/Egfr/Pp1-87B/Tm2/up/ct/nonA/Ptp10D/me31B/mew/pros/drk/svr/mys/14-3-3zeta/Ggamma1/Cdc42/dia/cher/nrv2/Acer/Stat92E/CG1910/AMPKalpha/Nipped-B/Eaat1/Eb1/Amph/CG4928/Uba5/MRP/CAP/Obp56a/Obp56d/Eglp4/Chd64/mura/fabp/CG6972/Socs36E/Atx2/vsg/Rbfox1/Lasp/Tpi/t/kra/mnb/Mob2/vlc/Atg1/nemy/AGO1/SERCA/Ent2/spoon/dysc/CG43778/how/Mhc/CrebB/Fhos/ebo/wupA,0.526836467773183
Biological process,L2_Syp,GO:0050803,regulation of synapse structure or activity,35/985,184/9160,0.0033778619149358482,dlg1/pum/shi/tkv/Syt1/mys/brat/Cdc42/Akt1/Sdc/babo/cpb/nmo/Rab2/Rab5/Smox/Strip/Syp/Sar1/plum/Atx2/Fsn/spin/beta-Spec/alpha-Spec/mnb/Nedd4/Mob2/Atg1/Thor/Arp3/dysc/Src42A/Pak/Rab1,0.8228730295285213
Biological process,L2_Syp,GO:0022411,cellular component disassembly,29/985,143/9160,0.0033778619149358482,Hsc70-5/Khc/qua/Pp1-87B/Ubc6/Gel/cpb/shot/eRF3/tacc/Klp10A/obst-A/CG5676/lft/LRR/Sar1/ago/mask/CG31715/Atg8a/pix/psidin/beta-Spec/alpha-Spec/Atg1/Svil/Rab1/eEF5/TER94,0.9152616269897504
Biological process,L2_Syp,GO:0010941,regulation of cell death,44/985,248/9160,0.0033980281570940895,Appl/Pka-C1/EcR/lncRNA:Hsromega/l(2)gl/sas/Men/Ras85D/Su(var)205/Egfr/hid/porin/Ubc6/Akt1/Dcp-1/msn/Dp/E2f1/Drice/Pdk1/Ant2/msk/HUWE1/Hipk/Uev1A/BI-1/CG9231/Idh3b/Atx2/qless/Sec61alpha/spin/pix/CG41520/psidin/bun/Atg1/fwe/Mdh2/Myc/bel/pAbp/Pak/TER94,0.7223872768909896
Biological process,L2_Syp,GO:0030334,regulation of cell migration,20/985,85/9160,0.0034041585634436303,aop/kay/Catsup/Egfr/ttk/mys/Hrb27C/Akt1/msn/bnl/Sema1b/PlexA/LRR/Uev1A/tai/par-1/Evi5/Fhos/sima/Rab1,1.129689127390228
Biological process,L2_Syp,GO:0042387,plasmatocyte differentiation,9/985,24/9160,0.0034041585634436303,kn/neur/Ras85D/rl/lwr/bnl/cher/sty/He,1.802114469361724
Biological process,L2_Syp,GO:0045610,regulation of hemocyte differentiation,9/985,24/9160,0.0034041585634436303,cact/kn/neur/srp/lwr/bnl/cher/He/DnaJ-1,1.802114469361724
Biological process,L2_Syp,GO:0110116,regulation of compound eye photoreceptor cell differentiation,9/985,24/9160,0.0034041585634436303,aop/ed/ttk/pros/Rap1/eff/Socs36E/mask/Src42A,1.802114469361724
Biological process,L2_Syp,GO:0032869,cellular response to insulin stimulus,19/985,79/9160,0.0034597439627009514,Hsp83/ImpL2/rl/mts/drk/Akt1/dock/Pdk1/Pi3K21B/wdb/Lnk/Mkrn1/CycG/Pp2A-29B/Thor/Myc/Lpin/sima/Ptp61F,1.1612987339070504
Biological process,L2_Syp,GO:0007465,R7 cell fate commitment,11/985,34/9160,0.00363882055667866,aop/Ras85D/rl/ttk/mts/pros/Rap1/drk/Socs36E/mask/Src42A,1.5891207460275256
Biological process,L2_Syp,GO:0002682,regulation of immune system process,41/985,228/9160,0.00386194467712091,cact/Cat/E(bx)/EcR/Eip75B/kay/kn/dlg1/Lam/neur/Ras85D/srp/betaCOP/Parp/Arf79F/Akt1/lwr/eff/E2f1/bnl/cher/Rala/fz2/Stat92E/dom/He/TM9SF2/LRR/Uev1A/GstO2/smog/akirin/vvl/psidin/DnaJ-1/cpo/smt3/Doa/sima/Dsp1/lola,0.7418139590939096
Biological process,L2_Syp,GO:0008284,positive regulation of cell population proliferation,20/985,86/9160,0.003951369401221023,Dl/Hsp83/hth/Myb/Ras85D/rl/stg/Egfr/pros/Akt1/babo/Moe/bnl/Stat92E/Smox/Lnk/Nedd4/bun/zld/trol,1.112815308825832
Biological process,L2_Syp,GO:0042386,hemocyte differentiation,13/985,45/9160,0.004023429824049043,cact/kn/neur/Ras85D/rl/srp/lwr/bnl/cher/sty/ytr/He/DnaJ-1,1.425738590451985
Biological process,L2_Syp,GO:0045216,cell-cell junction organization,19/985,80/9160,0.004041217999145783,awd/dlg1/l(2)gl/Atpalpha/shi/Rap1/alpha-Cat/Lac/nrv2/par-6/cold/Magi/Nost/p120ctn/pyd/Src42A/Nrg/Mcr/Pak,1.1431513871967909
Biological process,L2_Syp,GO:0008356,asymmetric cell division,22/985,99/9160,0.0041834024516468876,Dl/Gbeta13F/eIF4A/l(2)gl/neur/mts/pros/enc/tws/Ggamma1/brat/Cdc42/eff/twin/mira/par-6/shrb/Dhc64C/hts/dally/Sxl/AP-2alpha,1.0472269671982553
Biological process,L2_Syp,GO:0031330,negative regulation of cellular catabolic process,14/985,51/9160,0.004397402959874097,Ras85D/rl/Akt1/Sec61beta/babo/Smox/Sec61gamma/CG12384/BI-1/mask/Sec61alpha/mbf1/CkIIalpha/CG46385,1.3520815487266764
Biological process,L2_Syp,GO:0035166,post-embryonic hemopoiesis,14/985,51/9160,0.004397402959874097,kn/neur/Ras85D/rl/srp/lwr/E2f1/cher/sty/Stat92E/lolal/Tnpo/He/lola,1.3520815487266764
Biological process,L2_Syp,GO:0035167,larval lymph gland hemopoiesis,14/985,51/9160,0.004397402959874097,kn/neur/Ras85D/rl/srp/lwr/E2f1/cher/sty/Stat92E/lolal/Tnpo/He/lola,1.3520815487266764
Biological process,L2_Syp,GO:0032273,positive regulation of protein polymerization,9/985,25/9160,0.00462736767273741,Lam/shi/svr/dia/Rack1/DAAM/LRR/Jupiter/chinmo,1.7432207803081554
Biological process,L2_Syp,GO:0097581,lamellipodium organization,9/985,25/9160,0.00462736767273741,Tm1/Cdc42/cpb/par-6/LRR/Mtl/Unc-115a/psidin/Arp3,1.7432207803081554
Biological process,L2_Syp,GO:1903036,positive regulation of response to wounding,9/985,25/9160,0.00462736767273741,chic/rl/Egfr/Cdc42/Akt1/dia/Mtl/Src42A/Imp,1.7432207803081554
Biological process,L2_Syp,GO:0016203,muscle attachment,11/985,35/9160,0.00462736767273741,if/kn/mew/mys/msk/Tsp/CAP/parvin/rhea/Sec24CD/how,1.5473005703328984
Biological process,L2_Syp,GO:0060538,skeletal muscle organ development,11/985,35/9160,0.00462736767273741,if/kn/mew/mys/msk/Tsp/CAP/parvin/rhea/Sec24CD/how,1.5473005703328984
Biological process,L2_Syp,GO:0032868,response to insulin,19/985,81/9160,0.00462736767273741,Hsp83/ImpL2/rl/mts/drk/Akt1/dock/Pdk1/Pi3K21B/wdb/Lnk/Mkrn1/CycG/Pp2A-29B/Thor/Myc/Lpin/sima/Ptp61F,1.1252294791995288
Biological process,L2_Syp,GO:0071375,cellular response to peptide hormone stimulus,19/985,81/9160,0.00462736767273741,Hsp83/ImpL2/rl/mts/drk/Akt1/dock/Pdk1/Pi3K21B/wdb/Lnk/Mkrn1/CycG/Pp2A-29B/Thor/Myc/Lpin/sima/Ptp61F,1.1252294791995288
Biological process,L2_Syp,GO:1901653,cellular response to peptide,19/985,81/9160,0.00462736767273741,Hsp83/ImpL2/rl/mts/drk/Akt1/dock/Pdk1/Pi3K21B/wdb/Lnk/Mkrn1/CycG/Pp2A-29B/Thor/Myc/Lpin/sima/Ptp61F,1.1252294791995288
Biological process,L2_Syp,GO:0051656,establishment of organelle localization,31/985,160/9160,0.004714734534574761,BicD/Cp190/CycB/egl/Khc/dlg1/l(2)gl/Lam/polo/shi/Pp1-87B/msn/ctp/Ran/emb/tacc/Eb1/Klp10A/Lsd-2/jagn/Sar1/lap/pix/cno/Dhc64C/Msp300/milt/Myo10A/jvl/ens/AP-2alpha,0.8494201841400807
Biological process,L2_Syp,GO:0010506,regulation of autophagy,24/985,113/9160,0.004723559635045361,Chc/EcR/Ras85D/rl/shi/hid/Dcp-1/Sec61beta/babo/AMPKalpha/Smox/Sec61gamma/CG12384/BI-1/ago/mask/Atg8a/Sec61alpha/Desat1/Atg1/Myc/AP-2alpha/Doa/sima,0.9819355069465361
Biological process,L2_Syp,GO:0045185,maintenance of protein location,10/985,30/9160,0.004727823875914489,Act5C/cact/chic/if/14-3-3zeta/Parp/Cdc42/dia/14-3-3epsilon/dally,1.6321894679194116
Biological process,L2_Syp,GO:0045475,locomotor rhythm,17/985,69/9160,0.004727823875914489,CkIIbeta/kay/dlg1/Mbs/fbl/Pka-R2/Pura/tara/Atx2/gw/Cul3/sxc/nej/cu/dysc/CkIIalpha/CrebB,1.1960903531127383
Biological process,L2_Syp,GO:0007464,R3/R4 cell fate commitment,6/985,12/9160,0.004727823875914489,aop/kay/svp/Rala/nej/lola,2.2171519686405676
Biological process,L2_Syp,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,25/985,120/9160,0.004949098803352125,aop/hyd/Pp1-87B/mts/tws/Ssdp/nmo/Vps26/fz2/spen/crol/CtBP/Eaat1/botv/HUWE1/sona/Hipk/Wnk/pan/apolpp/nej/dally/Flo2/RpS12/TER94,0.9541175628067738
Biological process,L2_Syp,GO:0051962,positive regulation of nervous system development,23/985,107/9160,0.005003931862163508,chic/Hsp83/dlg1/tkv/pros/Sdc/babo/cpb/nmo/shot/ari-1/PlexA/Smox/Sar1/mnb/Nedd4/bun/zld/Myc/Arp3/Pak/trol/Rab1,0.9992469382964335
Biological process,L2_Syp,GO:2000145,regulation of cell motility,20/985,88/9160,0.005124155104750161,aop/kay/Catsup/Egfr/ttk/mys/Hrb27C/Akt1/msn/bnl/Sema1b/PlexA/LRR/Uev1A/tai/par-1/Evi5/Fhos/sima/Rab1,1.0796484448906325
Biological process,L2_Syp,GO:0198738,cell-cell signaling by wnt,26/985,127/9160,0.005142307299411554,aop/hyd/Pp1-87B/mts/tws/Ssdp/nmo/Vps26/fz2/spen/crol/CtBP/botv/CHOp24/HUWE1/sona/Hipk/Wnk/bai/pan/apolpp/nej/dally/Flo2/RpS12/TER94,0.928907000009494
Biological process,L2_Syp,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",19/985,82/9160,0.005306534751976124,fl(2)d/eIF4A/Rm62/Hrb87F/dom/Rbp1-like/Caper/CG11360/Rbfox1/Rbp1/ps/mub/sqd/Sxl/how/mbl/Doa/Sf3a1/SF2,1.1075274774660697
Biological process,L2_Syp,GO:0015980,energy derivation by oxidation of organic compounds,27/985,134/9160,0.005306534751976124,EcR/Scsalpha1/mAcon1/ATPsynbeta/Nc73EF/babo/sun/ATPsynO/ND-42/Rack1/Smox/Idh3a/CG7766/CG8475/ATPsynF/Gbs-70E/ScsbetaA/CG5214/Idh3b/CG5028/dj-1beta/COX7C/CG6115/Chchd2/Atg1/Mdh2/Mdh1,0.9059502803462638
Biological process,L2_Syp,GO:0002376,immune system process,64/985,405/9160,0.005387476050084605,cact/Cat/E(bx)/EcR/Eip75B/Glt/if/kay/kn/dlg1/Lam/neur/Ras85D/rl/srp/Rap1/mys/betaCOP/Parp/Cdc42/Arf79F/Akt1/lwr/dia/eff/E2f1/bnl/cher/sty/Rala/fz2/Stat92E/dom/ytr/lolal/Tnpo/Eb1/He/fon/TM9SF2/LRR/Uev1A/GstO2/Vps33B/Mtl/Jafrac1/Ephrin/smog/akirin/vvl/psidin/Thor/nej/Dhc64C/DnaJ-1/cpo/Flo2/smt3/Src42A/Nrg/Doa/sima/Dsp1/lola,0.5553738708685806
Biological process,L2_Syp,GO:0006898,receptor-mediated endocytosis,15/985,58/9160,0.005404294205764534,BicD/Chc/shi/Syt1/drk/Rab5/lqf/Smurf/krz/LpR2/lap/Nedd4/mgl/fwe/AP-2alpha,1.2660615691215142
Biological process,L2_Syp,GO:0019915,lipid storage,15/985,58/9160,0.005404294205764534,ImpL2/svp/betaCOP/Arf79F/Akt1/Ubc2/Pi3K21B/AMPKalpha/wdb/Lsd-2/Indy/Invadolysin/apolpp/SERCA/Acsl,1.2660615691215142
Biological process,L2_Syp,GO:0002168,instar larval development,18/985,76/9160,0.005404294205764534,chic/egl/knk/dlg1/l(2)gl/sas/Ras85D/CrebA/Top1/Moe/fz2/Lcp65Ag2/obst-A/Sar1/pan/serp/verm/bel,1.1391494566392946
Biological process,L2_Syp,GO:0050808,synapse organization,50/985,299/9160,0.005468460201410865,Appl/Gs2/kay/dlg1/Atpalpha/pum/tkv/pros/mys/brat/Cdc42/Akt1/Sdc/cpb/nmo/Rab2/fz2/Pdk1/par-6/Vap33/pod1/Strip/Liprin-beta/Syp/Sar1/plum/Atx2/Fsn/spin/beta-Spec/alpha-Spec/mnb/Nedd4/Mob2/p120ctn/par-1/Atg1/CG42673/Thor/nej/Arp3/dysc/smt3/Src42A/Nrg/l(3)neo38/CrebB/Pak/Imp/Rab1,0.6370064842171873
Biological process,L2_Syp,GO:0007622,rhythmic behavior,23/985,108/9160,0.005587429144610857,CkIIbeta/Pka-C1/EcR/Hsp83/kay/dlg1/Mbs/fbl/Acer/Pka-R2/inc/Nipped-B/Pura/tara/Atx2/gw/Cul3/sxc/nej/cu/dysc/CkIIalpha/CrebB,0.9858264225341119
Biological process,L2_Syp,GO:0048512,circadian behavior,23/985,108/9160,0.005587429144610857,CkIIbeta/Pka-C1/EcR/Hsp83/kay/dlg1/Mbs/fbl/Acer/Pka-R2/inc/Nipped-B/Pura/tara/Atx2/gw/Cul3/sxc/nej/cu/dysc/CkIIalpha/CrebB,0.9858264225341119
