gene_id,combined_patterns,ALNB_clusters,T2NB_clusters,MBNB_clusters,gene_name,temporal_group,imp_target,syp_target,RBP target,cluster_id,Cluster profile,cluster_code,gene_biotype
FBgn0036921,NA;Peak-3;NA,NA,Peak-3,NA,RhoGDI,late,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0036931,NA;Up-regulated;Peak-1,NA,Up-regulated,Peak-1,CG14183,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036958,NA;Peak-1;NA,NA,Peak-1,NA,CG17233,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036995,NA;Up-regulated;NA,NA,Up-regulated,NA,atk,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0036998,NA;Up-regulated;NA,NA,Up-regulated,NA,CG5969,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037051,NA;Up-regulated;NA,NA,Up-regulated,NA,CG10565,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037117,NA;Up-regulated;NA,NA,Up-regulated,NA,CG11248,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037120,NA;Peak-1;Up-regulated,NA,Peak-1,Up-regulated,CG11247,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037130,NA;Peak-1;NA,NA,Peak-1,NA,Syn1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037138,NA;Down-regulated;NA,NA,Down-regulated,NA,P5CDh1,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0037234,NA;Peak-2;NA,NA,Peak-2,NA,CG9795,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037252,NA;Peak-1;NA,NA,Peak-1,NA,CG14650,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037312,NA;Up-regulated;NA,NA,Up-regulated,NA,CG11999,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037363,NA;Peak-1;NA,NA,Peak-1,NA,Atg17,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0037489,NA;Up-regulated;NA,NA,Up-regulated,NA,CG1234,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037549,NA;Peak-3;NA,NA,Peak-3,NA,CG7878,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037556,NA;Down-regulated;NA,NA,Down-regulated,NA,CG9636,early,TRUE,FALSE,Imp target only,Cluster VI,Other,Other,protein_coding
FBgn0037607,NA;Down-regulated;NA,NA,Down-regulated,NA,CG8036,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0037614,NA;Down-regulated;NA,NA,Down-regulated,NA,TMEM216,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0037625,NA;Up-regulated;NA,NA,Up-regulated,NA,CG11768,late,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0037652,NA;Up-regulated;NA,NA,Up-regulated,NA,CG11980,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037705,NA;Down-regulated;NA,NA,Down-regulated,NA,mura,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0037734,NA;Peak-3;NA,NA,Peak-3,NA,trbd,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037741,NA;Down-regulated;NA,NA,Down-regulated,NA,CG16908,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037742,NA;Up-regulated;NA,NA,Up-regulated,NA,Rpt3R,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037760,NA;Peak-1;NA,NA,Peak-1,NA,FBXO11,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037794,NA;Peak-2;Up-regulated,NA,Peak-2,Up-regulated,CG6254,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037853,NA;Down-regulated;NA,NA,Down-regulated,NA,CG14696,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037882,NA;Up-regulated;NA,NA,Up-regulated,NA,CG17187,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037894,NA;Up-regulated;NA,NA,Up-regulated,NA,Ranbp9,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037944,NA;Up-regulated;Down-regulated,NA,Up-regulated,Down-regulated,CG6923,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0037978,NA;Up-regulated;NA,NA,Up-regulated,NA,KLHL18,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0038032,NA;Peak-2;NA,NA,Peak-2,NA,CG10096,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0038071,NA;Up-regulated;NA,NA,Up-regulated,NA,Dtg,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0038196,NA;Up-regulated;NA,NA,Up-regulated,NA,CG9922,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0038197,NA;Down-regulated;NA,NA,Down-regulated,NA,foxo,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0038244,NA;Down-regulated;NA,NA,Down-regulated,NA,CG7987,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0038307,NA;Up-regulated;NA,NA,Up-regulated,NA,mRpS10,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0038318,NA;Up-regulated;NA,NA,Up-regulated,NA,CG6236,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0038421,NA;Down-regulated;NA,NA,Down-regulated,NA,CG17931,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0038446,NA;Up-regulated;NA,NA,Up-regulated,NA,CG14903,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0038535,NA;Peak-1;NA,NA,Peak-1,NA,alt,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0038738,NA;Up-regulated;Peak-3,NA,Up-regulated,Peak-3,CG4572,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0038881,NA;Peak-1;Up-regulated,NA,Peak-1,Up-regulated,CG16791,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0038893,NA;Peak-3;NA,NA,Peak-3,NA,Archease,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0038968,NA;Up-regulated;NA,NA,Up-regulated,NA,CG12499,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039064,NA;Up-regulated;Down-regulated,NA,Up-regulated,Down-regulated,CG4467,late,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0039125,NA;Up-regulated;NA,NA,Up-regulated,NA,Ndc1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039129,NA;Peak-1;NA,NA,Peak-1,NA,RpS19b,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039136,NA;Down-regulated;NA,NA,Down-regulated,NA,CG5902,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0039157,NA;Down-regulated;NA,NA,Down-regulated,NA,Myo95E,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039186,NA;Peak-1;NA,NA,Peak-1,NA,CG5746,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0039212,NA;Up-regulated;NA,NA,Up-regulated,NA,Syx18,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039250,NA;Up-regulated;Up-regulated,NA,Up-regulated,Up-regulated,Mink,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039266,NA;Peak-1;NA,NA,Peak-1,NA,CG11791,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039303,NA;Up-regulated;NA,NA,Up-regulated,NA,CG11857,late,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0039459,NA;Peak-2;NA,NA,Peak-2,NA,IntS12,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039508,NA;Down-regulated;NA,NA,Down-regulated,NA,CG3368,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039528,NA;Down-regulated;NA,NA,Down-regulated,NA,dsd,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0039561,NA;Peak-1;NA,NA,Peak-1,NA,mfrn,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0039633,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,CG11873,early,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0039668,NA;Up-regulated;NA,NA,Up-regulated,NA,Trc8,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039683,NA;Down-regulated;NA,NA,Down-regulated,NA,dmrt99B,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039828,NA;Up-regulated;NA,NA,Up-regulated,NA,CG1542,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039858,NA;Peak-1;V3-regulated,NA,Peak-1,V3-regulated,CycG,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0039861,NA;Down-regulated;NA,NA,Down-regulated,NA,pasha,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039890,NA;Down-regulated;NA,NA,Down-regulated,NA,ABCD,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0039904,NA;Up-regulated;NA,NA,Up-regulated,NA,Hcf,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0039937,NA;Up-regulated;NA,NA,Up-regulated,NA,fd102C,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0039959,NA;Peak-1;NA,NA,Peak-1,NA,CG17514,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0039972,NA;Peak-1;Up-regulated,NA,Peak-1,Up-regulated,Marf1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0040070,NA;Down-regulated;Down-regulated,NA,Down-regulated,Down-regulated,Trx-2,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0040080,NA;Down-regulated;NA,NA,Down-regulated,NA,pins,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0040153,NA;Down-regulated;NA,NA,Down-regulated,NA,l(1)G0469,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0040227,NA;Down-regulated;NA,NA,Down-regulated,NA,eIF3d1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0040239,NA;Peak-1;NA,NA,Peak-1,NA,bc10,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0040271,NA;Up-regulated;NA,NA,Up-regulated,NA,Sulf1,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0040285,NA;Down-regulated;NA,NA,Down-regulated,NA,Scamp,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0040382,NA;Peak-1;NA,NA,Peak-1,NA,CG5273,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0040385,NA;Peak-3;Peak-3,NA,Peak-3,Peak-3,CG12496,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0040602,NA;Up-regulated;NA,NA,Up-regulated,NA,CG14545,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0040658,NA;Peak-1;NA,NA,Peak-1,NA,CG13516,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0040942,NA;Peak-1;NA,NA,Peak-1,NA,CG12643,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0040968,NA;Up-regulated;NA,NA,Up-regulated,NA,CG14933,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0040985,NA;Up-regulated;NA,NA,Up-regulated,NA,CG6115,late,TRUE,TRUE,Co-target,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0041111,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,lilli,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0041164,NA;Up-regulated;NA,NA,Up-regulated,NA,armi,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0041706,NA;Peak-2;NA,NA,Peak-2,NA,CG3253,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0042111,NA;Peak-2;NA,NA,Peak-2,NA,CG18766,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0042138,NA;Down-regulated;NA,NA,Down-regulated,NA,CG18815,early,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0042178,NA;Peak-1;NA,NA,Peak-1,NA,Apl,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0042185,NA;Down-regulated;NA,NA,Down-regulated,NA,MCU,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0050011,NA;Peak-1;NA,NA,Peak-1,NA,gem,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0050094,NA;Up-regulated;NA,NA,Up-regulated,NA,CG30094,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0050115,NA;Up-regulated;Fluctuating,NA,Up-regulated,Fluctuating,GEFmeso,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0050159,NA;Down-regulated;NA,NA,Down-regulated,NA,CG30159,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0050185,NA;Peak-2;NA,NA,Peak-2,NA,AIMP3,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0050383,NA;Up-regulated;NA,NA,Up-regulated,NA,CG30383,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0050466,NA;Up-regulated;NA,NA,Up-regulated,NA,CG30466,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0051195,NA;Up-regulated;NA,NA,Up-regulated,NA,CG31195,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0051216,NA;Down-regulated;NA,NA,Down-regulated,NA,Naam,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0051635,NA;Peak-1;NA,NA,Peak-1,NA,CG31635,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0051687,NA;Down-regulated;NA,NA,Down-regulated,NA,CG31687,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0051694,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,CG31694,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0051710,NA;Up-regulated;NA,NA,Up-regulated,NA,CG31710,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0051908,NA;Peak-1;NA,NA,Peak-1,NA,CG31908,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0051992,NA;Peak-1;NA,NA,Peak-1,NA,gw,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0051998,NA;Peak-1;Fluctuating,NA,Peak-1,Fluctuating,CG31998,early,TRUE,FALSE,Imp target only,Cluster VI,Other,Other,protein_coding
FBgn0052174,NA;Peak-2;NA,NA,Peak-2,NA,Coq4,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0052177,NA;Peak-1;NA,NA,Peak-1,NA,Ndfip,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0052183,NA;Up-regulated;NA,NA,Up-regulated,NA,Ccn,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0052354,NA;Up-regulated;NA,NA,Up-regulated,NA,CG32354,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0052392,NA;Down-regulated;NA,NA,Down-regulated,NA,CG32392,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0052423,NA;Down-regulated;Peak-1,NA,Down-regulated,Peak-1,shep,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0052428,NA;Down-regulated;NA,NA,Down-regulated,NA,CG32428,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0052441,NA;Up-regulated;NA,NA,Up-regulated,NA,CG32441,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0052473,NA;Peak-3;Up-regulated,NA,Peak-3,Up-regulated,CG32473,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0052672,NA;Peak-1;NA,NA,Peak-1,NA,Atg8a,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0052758,NA;Down-regulated;NA,NA,Down-regulated,NA,Snx27,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0052783,NA;Peak-3;NA,NA,Peak-3,NA,Gem4c,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0053095,NA;Down-regulated;NA,NA,Down-regulated,NA,CG33095,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0053096,NA;Down-regulated;NA,NA,Down-regulated,NA,CG33096,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0053156,NA;Peak-2;NA,NA,Peak-2,NA,CG33156,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0053170,NA;Up-regulated;NA,NA,Up-regulated,NA,CG33170,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0053303,NA;Up-regulated;NA,NA,Up-regulated,NA,CG33303,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0053700,NA;Peak-3;NA,NA,Peak-3,NA,CG33700,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0058191,NA;Peak-3;NA,NA,Peak-3,NA,CG40191,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0061515,NA;Down-regulated;NA,NA,Down-regulated,NA,endos,early,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0067779,NA;Down-regulated;Down-regulated,NA,Down-regulated,Down-regulated,dbr,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0083124,NA;Fluctuating;Peak-1,NA,Fluctuating,Peak-1,Uhg4,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,ncRNA
FBgn0083940,NA;Peak-1;NA,NA,Peak-1,NA,RhoU,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0085380,NA;Up-regulated;NA,NA,Up-regulated,NA,CG34351,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0085409,NA;Down-regulated;V3-regulated,NA,Down-regulated,V3-regulated,smal,early,TRUE,TRUE,Co-target,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0085442,NA;Peak-1;NA,NA,Peak-1,NA,NKAIN,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0086251,NA;Peak-1;NA,NA,Peak-1,NA,del,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0086350,NA;Peak-1;NA,NA,Peak-1,NA,tef,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0086370,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,sra,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0086655,NA;Down-regulated;NA,NA,Down-regulated,NA,jing,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0086675,NA;Peak-1;NA,NA,Peak-1,NA,fne,early,TRUE,TRUE,Co-target,Cluster VI,Other,Other,protein_coding
FBgn0086686,NA;Peak-1;NA,NA,Peak-1,NA,l(3)L1231,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0086909,NA;Down-regulated;NA,NA,Down-regulated,NA,CG31751,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0087012,NA;Down-regulated;NA,NA,Down-regulated,NA,5-HT2A,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0243511,NA;Up-regulated;NA,NA,Up-regulated,NA,psidin,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0250746,NA;Up-regulated;Peak-3,NA,Up-regulated,Peak-3,Prosbeta7,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0250789,NA;Peak-1;NA,NA,Peak-1,NA,alpha-Spec,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0259211,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,grh,early,TRUE,TRUE,Co-target,NA,N/A,NA,NA
FBgn0259222,NA;Up-regulated;NA,NA,Up-regulated,NA,CG42322,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0259228,NA;Peak-1;NA,NA,Peak-1,NA,C3G,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0259229,NA;Up-regulated;Peak-2,NA,Up-regulated,Peak-2,CG42329,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0259676,NA;Peak-3;NA,NA,Peak-3,NA,DNApol-alpha60,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0259685,NA;Down-regulated;NA,NA,Down-regulated,NA,crb,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0259845,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,Su(Ste):CR42414,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0259861,NA;Down-regulated;NA,NA,Down-regulated,NA,Su(Ste):CR42430,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260003,NA;Down-regulated;NA,NA,Down-regulated,NA,Dys,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0260392,NA;Up-regulated;NA,NA,Up-regulated,NA,CG42518,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260755,NA;Up-regulated;NA,NA,Up-regulated,NA,CG42553,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260768,NA;Peak-1;NA,NA,Peak-1,NA,CG42566,early,TRUE,TRUE,Co-target,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0260794,NA;Peak-1;V3-regulated,NA,Peak-1,V3-regulated,ctrip,early,TRUE,TRUE,Co-target,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0260798,NA;Peak-1;NA,NA,Peak-1,NA,Gprk1,early,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0260936,NA;Down-regulated;V3-regulated,NA,Down-regulated,V3-regulated,scny,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260962,NA;Up-regulated;NA,NA,Up-regulated,NA,pic,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0260985,NA;Peak-3;NA,NA,Peak-3,NA,RfC4,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261244,NA;Down-regulated;Down-regulated,NA,Down-regulated,Down-regulated,inaE,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261284,NA;Down-regulated;NA,NA,Down-regulated,NA,bou,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261403,NA;Up-regulated;Peak-3,NA,Up-regulated,Peak-3,sxc,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0261458,NA;Up-regulated;Up-regulated,NA,Up-regulated,Up-regulated,capt,late,FALSE,TRUE,Syp target only,Cluster III,Higher Syp binding,High_Syp,protein_coding
FBgn0261505,NA;Peak-1;NA,NA,Peak-1,NA,CR42653,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261560,NA;Down-regulated;Peak-1,NA,Down-regulated,Peak-1,Thor,early,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0261563,NA;Up-regulated;NA,NA,Up-regulated,NA,wb,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261618,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,larp,early,TRUE,TRUE,Co-target,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0261790,NA;Up-regulated;NA,NA,Up-regulated,NA,SmE,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0261836,NA;Peak-1;NA,NA,Peak-1,NA,Msp300,early,TRUE,TRUE,Co-target,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0262029,NA;Peak-1;NA,NA,Peak-1,NA,d,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0262081,NA;Peak-1;Peak-1,NA,Peak-1,Peak-1,Csk,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0262114,NA;Down-regulated;NA,NA,Down-regulated,NA,RanBPM,early,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
FBgn0262126,NA;Up-regulated;NA,NA,Up-regulated,NA,Sec24CD,late,FALSE,TRUE,Syp target only,Cluster V,Peak at L2 Syp,Peak_L2Syp,protein_coding
FBgn0262167,NA;Down-regulated;NA,NA,Down-regulated,NA,ana1,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0262604,NA;Peak-1;NA,NA,Peak-1,NA,lncRNA:CR43130,early,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0262714,NA;Up-regulated;NA,NA,Up-regulated,NA,Sap130,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0262801,NA;Up-regulated;NA,NA,Up-regulated,NA,twr,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0262867,NA;Down-regulated;NA,NA,Down-regulated,NA,Ptr,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0262954,NA;Up-regulated;NA,NA,Up-regulated,NA,Rpb12,late,FALSE,TRUE,Syp target only,Cluster IV,Higher Syp binding,High_Syp,protein_coding
FBgn0262955,NA;Up-regulated;NA,NA,Up-regulated,NA,RpII140,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0262975,NA;Down-regulated;Peak-1,NA,Down-regulated,Peak-1,cnc,early,TRUE,FALSE,Imp target only,Cluster I,Higher Imp binding,High_Imp,protein_coding
FBgn0262983,NA;Peak-3;NA,NA,Peak-3,NA,CG43291,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0263049,NA;Up-regulated;Up-regulated,NA,Up-regulated,Up-regulated,lncRNA:let7C,late,FALSE,FALSE,non-target,NA,NA,NA,NA
FBgn0263109,NA;Up-regulated;NA,NA,Up-regulated,NA,CG43366,late,TRUE,FALSE,Imp target only,Cluster II,Higher Imp binding,High_Imp,protein_coding
